x,y
-1.711954025,-3.518565818
0.232213886,-2.434108505
1.36874816,-0.8147495
0.919046275,-3.259750411
0.171707689,-2.665701939
0.096578299,-2.922919653
-0.343484763,-1.448188725
0.530765012,-2.650294136
0.763652691,-1.910727438
1.39407395,-0.832635432
1.292311365,-2.009494095
-1.928584915,-3.415395801
1.133845214,-0.916085324
-0.429503131,-2.869819136
-1.377307599,-3.451168243
0.091376302,-1.631597895
2.176922958,-1.509406857
-0.668294766,-2.734675627
2.746005273,-0.758642399
0.530283306,-1.049533399
-1.059028907,-3.428939795
-0.060405316,-2.359383825
-0.88184353,-4.257984356
2.465996182,-1.653231794
0.206015359,-0.309462021
0.791190052,-2.129767469
0.661776518,-3.285351557
-0.746331364,-2.205341786
0.368056815,-2.761685353
1.254807793,-3.284676729
-0.010473852,-2.572954195
-1.073106224,-5.293789578
0.995553265,-1.487514838
0.688978932,-3.460869482
-0.996631354,-3.566574632
-0.52016111,-3.3767512
-0.790761746,-2.796084524
-0.487059004,-2.319355642
0.61977969,-2.571846487
0.791527443,-1.769098919
1.636880253,-1.128007684
1.336243897,-1.490396252
1.384832777,-2.092806538
2.27742291,0.159401944
1.984147215,-1.503323056
0.214106284,-2.317918971
-0.337984182,-3.217219132
1.494973202,0.05336376
-1.057576285,-2.051282457
-0.256918186,-2.655560935
0.936551865,-0.448566031
2.012387262,-0.837287302
0.35748506,-2.663042925
1.687083686,-1.939222595
-0.057481504,-2.867342785
2.443267301,0.497821555
1.376548669,-1.64493318
-0.76652717,-2.601446801
0.525742842,-1.520463783
-0.786540118,-2.983871386
0.455857119,-2.159493649
2.365280488,-0.619694075
1.251318291,-3.073191097
-0.493765843,-2.178396804
0.994079222,-1.624308294
0.110850486,-0.972643594
0.497203122,-2.752363929
-0.769738864,-3.366310338
0.435565168,-2.535810738
-0.297063719,-3.067203085
0.347128432,-0.6036508
-1.582314541,-4.647903325
0.255491543,-1.393920695
1.148741467,-1.701841492
0.140456479,-1.762813774
0.642327361,-1.13613928
0.291483271,-1.905738199
1.421884772,-1.247483601
0.277111628,-1.381164081
0.924290656,-2.284706814
0.157740706,-2.296055631
1.518061346,-1.794321843
-0.810190063,-3.298792275
-0.740400049,-3.846706516
0.24502262,-1.402114689
0.391419962,-1.563821197
1.458863943,-0.753379368
0.404032906,-2.041358141
0.969587336,-0.9131826
0.20634207,-2.166822871
-0.920924511,-3.493629262
0.472832051,-1.83965504
0.00542294,-3.037231855
1.037133359,-1.400594518
0.940003849,-2.063243799
-0.352770152,-2.602750335
0.707019227,-2.518267804
0.784588913,-1.606773646
2.790215875,-0.924952775
-0.581149185,-2.525666731
-0.019976439,-1.500040093
2.104276297,-2.05662515
0.597057323,-2.642480697
0.122868238,-1.84151535
-2.849790314,-5.057271353
-0.249383249,-2.316397211
0.910915841,-1.59068899
1.841473538,-1.135912086
0.699014182,-1.034418489
1.674210056,-2.267398214
0.758411756,-2.26552216
-0.00586469,-2.937118722
1.672719808,-1.11543104
0.083299022,-1.127424156
1.927309988,-1.224673878
-1.167868317,-2.052129096
1.396424345,-2.017112515
0.834250526,-2.268073289
1.721800086,-0.078680874
-0.501254113,-1.574125951
1.945410251,-1.145477134
-0.009692114,-3.452637866
0.22456487,-2.738874731
1.374375795,-1.280275706
1.084922989,-1.889123347
-0.410685542,-2.962560357
-0.871728178,-3.881351861
0.345557147,-2.698188158
0.967484346,-2.398176116
1.997151086,-0.150892524
2.222214026,0.462943862
-0.397440217,-2.666692159
1.761259819,-0.752114994
1.034822005,-1.049310825
0.299111077,-2.442310553
1.024791829,-2.840653598
-0.596303574,-2.757709108
0.522345337,-2.033121703
-0.19930428,-1.503421034
0.673528513,-0.762082811
0.62204087,-1.494135666
0.821322424,-2.270990472
-0.14631904,-3.742691895
0.572917991,-2.28741204
-0.405192503,-3.773425587
0.28693789,-3.091939252
1.716998412,-1.410346083
0.828375715,-0.898991796
0.921095753,-1.295078743
-0.95057138,-2.236779459
-0.886764354,-3.283673365
-0.920675058,-2.633985206
1.963437753,-1.879933258
0.231782724,-2.784331445
2.421954745,-2.030545695
-0.8253544,-1.4957592
-0.503866367,-1.094149621
1.578482348,0.394770205
-0.846322287,-3.672498369
1.198110266,-1.986009599
1.335426492,-2.140940322
0.054627885,-1.442396469
-0.360817523,-2.061651522
1.258646962,-1.447972085
2.001522198,-1.966396429
1.98426935,-1.624634546
-0.214955949,-2.825719649
-1.64722665,-2.861614374
-1.212841789,-3.76547081
0.710426583,-1.653967901
-0.95583656,-3.124594343
1.885206314,-0.968850366
1.090501783,-1.638164805
0.359132342,-1.922361878
-0.009828632,-2.144859317
0.52526488,-2.743763712
-1.048675125,-3.755889599
0.343598443,-2.709767429
2.267971594,-0.504848703
0.388311456,-1.268330563
0.693141925,-1.162774405
1.01992292,-1.867441047
1.837575983,-1.32490228
-0.696378834,-3.104110171
1.042164684,-2.676460273
0.917617221,-1.830478937
-0.038406096,-1.18578873
0.740685636,-3.025404265
0.782034884,-1.255405938
1.005018441,-1.839131829
0.629477227,-1.722036043
1.76159504,-2.736857266
-0.818081335,-2.45414188
-2.357794093,-3.816749967
1.187435372,-2.165652732
0.550082926,-0.322516452
0.829392869,-1.674001655
0.478719309,-2.196896463
0.141140411,-2.316292737
1.20536075,-0.546618209
2.110365728,-2.077175554
0.111932557,-1.49682059
-0.604588945,-2.442170939
1.046892097,-2.340518607
1.357071741,-1.307214833
0.706508489,-3.247640963
0.523959252,-2.986294833
2.214252707,-1.186661845
0.746491565,-2.072099795
-0.629326511,-3.512186978
-1.349293183,-4.061229664
0.302781849,-2.757700715
0.879958666,-2.161193692
0.530696714,-2.18584722
1.361044536,-1.715349547
1.312285381,-2.526466907
-1.207623701,-3.560640002
0.671681247,-1.337906235
1.046925591,-0.289651551
-0.598326544,-3.020052257
-1.00953058,-3.131473737
1.474317938,-0.730695901
0.155745647,-2.662898005
0.362211862,-1.342079904
-1.14888494,-3.725465971
0.015451819,-2.515917288
1.43596509,-1.435603915
-0.648557798,-3.665345304
0.472184829,-2.657529535
0.673826417,-2.200296031
-0.883791093,-2.350569164
1.417422003,-1.523749655
1.923764245,-1.561663807
2.281867103,-1.772151647
0.374854004,-1.669940028
-0.034052947,-2.961246088
1.366061289,-2.324638162
-1.469506696,-2.586131443
0.573897128,-1.782214872
0.405684502,-2.204070244
2.057188923,0.495453958
0.663726368,-1.44300063
0.198845029,-3.257256372
-0.036099596,-1.521000654
1.388440873,0.299424258
-1.005881962,-3.37504334
-0.328913122,-4.725042176
1.163651408,-2.577584545
-0.468217893,-3.502151501
1.475753602,-2.345487687
1.512900524,-0.920073103
1.696942917,-2.265998266
-2.567381417,-3.34519082
0.890131247,-2.275590634
-1.024452204,-4.070612069
1.441626409,-1.182452507
1.421052058,-0.95224036
0.596207135,-1.804714088
-0.340204723,-3.682499825
0.463143497,-2.325781167
0.421276069,-1.874750605
1.27548655,-1.053768446
0.80596352,-1.464020533
1.794632949,-1.550905981
-0.836569393,-2.960022534
1.347037812,-0.996922724
-1.37046186,-3.79694079
0.469393478,-0.997185806
0.493755679,-1.301707144
1.463023406,-1.47525566
0.687279908,-3.424975833
0.78954404,-1.514410557
1.422475669,-2.758119588
0.187055679,-2.859807822
0.984876006,-1.1100651
0.653415836,-1.227610914
0.36076618,-2.54436652
-0.438679387,-0.892868547
2.167264241,-1.344720135
0.757375294,-3.80520444
-0.370329011,-1.947330339
0.78117115,-2.78434207
-0.118669182,-2.524659578
0.40967894,-2.729285175
0.926884669,-2.19264563
0.415410187,-3.371586645
2.474688419,-0.586959843
-1.27028446,-2.669871538
2.01772871,-0.772449609
-0.222255811,-1.902871291
0.205492703,-3.140651705
-0.16503294,-2.249507956
0.092070489,-2.675704049
-0.115576927,-2.169106149
0.795926301,-1.027578673
1.255619726,-0.372351531
-1.141984566,-3.291884128
2.46659362,-1.920623714
0.695391024,-0.340455288
-0.140663984,-2.942490598
-0.843983367,-2.606222786
0.89793772,-1.55487265
2.046181224,-0.563932319
0.347006381,-1.135092745
2.518632455,-0.099584705
0.266914902,-0.884404867
-0.302305044,-1.458193257
-0.21823923,-2.167332775
1.16971446,-1.977356874
0.6898811,-2.606454922
2.042551406,-1.771698702
0.752787469,-1.193756413
0.576962961,-3.272147856
2.575632164,-1.601138544
0.479127646,-1.08600516
0.61960698,-3.14722624
0.441612602,-2.625790011
0.189668769,-1.681965731
-1.123511563,-2.419742643
0.081426387,-2.442101501
0.380077101,-2.751782293
0.530209887,-2.579534296
-0.692517341,-3.016839017
0.370255815,-2.572851959
0.946977081,-2.056884066
-0.056946228,-2.286509032
-0.336218721,-2.673942904
0.355181542,-2.64032936
1.139205636,-0.440038636
0.309119513,-0.958096018
0.504346403,-2.354924153
-0.361988268,-2.881295878
-0.276741301,-1.882132912
1.036862377,-1.451538408
0.200331432,-2.436343689
0.608395559,-1.276217587
1.232338005,-1.581804771
-0.459997106,-4.193468376
2.416246677,-2.118957658
-1.810173112,-4.549914112
0.410101145,-3.570350148
2.562008636,-1.027046918
1.401329823,-2.491704054
0.380061994,-1.656534082
0.49737952,-2.890996013
0.275022654,-2.442809219
-0.423457245,-2.162814123
1.582861912,-0.514145492
-0.086501412,-1.390578153
0.740365312,-3.030491814
0.493219623,-2.117043877
0.477500681,-2.056069613
1.816593774,-0.780687327
1.001294066,-1.269250301
0.939660952,-1.208706902
1.322571751,-1.273014453
-0.694162128,-2.832505764
1.474936869,-2.050164776
-0.579274749,-2.124722714
-0.314292307,-3.46659319
1.0633611,-1.46268828
0.106874435,-3.768802004
-0.563895239,-2.784282429
1.042030704,-2.056559018
1.379346924,-2.389980729
0.65256206,-2.497058458
1.803094879,-1.164579045
1.408842251,-1.531391057
0.782151602,-1.853077573
1.092712957,-1.195322272
0.678753123,-2.230061628
0.807226117,-1.278715077
-0.511158007,-1.983040474
0.438467239,-2.701947988
1.157614316,-1.402091769
0.425634391,-2.264384112
-1.027133618,-2.813162561
-0.847424374,-3.114407259
-0.107928726,-2.03790774
-0.331120262,-3.134088031
0.885857142,-3.470654262
0.635878489,-1.313874306
1.470003821,-2.305252399
-0.243391579,-2.344596868
0.055777188,-2.41061663
2.137539756,-0.621070292
2.135531508,-0.897983293
-0.649512467,-1.233938421
-1.023812241,-2.702760661
-0.768119315,-2.674885848
0.367268992,-1.141820484
0.820791182,-1.534628365
-0.556434634,-2.080449089
2.16275825,-0.846132519
0.262565601,-1.700930695
0.104491818,-1.545692493
0.057853842,-2.396410283
1.181565963,-3.216973907
0.147483863,-2.530770493
-0.467468948,-1.7770812
1.403529747,-1.674377167
0.909733979,-2.001260396
0.221102553,-2.786954962
0.879068345,-0.689826203
1.442119174,-1.110995528
0.211039297,-1.082554948
0.544254566,-2.957357103
0.114234454,-2.173646447
1.776476086,-0.625691623
-0.180728178,-3.340116151
-1.341896008,-3.602757764
-1.513719198,-3.826575172
0.045798214,-1.244241296
1.567081062,0.030478033
-0.045002186,-2.271059408
1.617239374,-1.198648981
0.791803629,-2.174454561
0.317843134,-2.380760427
1.345575159,-0.936749866
2.363937081,-0.647306832
1.768487433,0.111660921
0.152221952,-2.29372601
1.14523345,-1.678258227
-0.852207718,-2.257546122
2.258926139,-0.77738879
2.708781247,-1.960198082
2.590452895,0.521519874
0.301060038,-1.752151522
2.00607285,-0.313934231
2.612542576,0.796788878
0.603123141,-1.077893428
1.444355361,-2.196481922
0.553423594,-4.191100044
-0.399355212,-2.60954625
2.321127184,-0.060416536
0.731040396,-2.807598174
0.824017643,-1.88674194
1.290200211,-2.491607126
0.52716973,-1.848123872
1.178237916,-2.230076026
0.770453339,-0.820376418
-1.289785256,-3.870573441
-1.523795949,-2.910109726
0.220601668,-2.193822362
0.384781468,-2.3296358
0.967172608,-0.996168985
1.769150519,-0.670098511
1.072716221,-1.553690664
2.557164577,-1.085093568
1.754822745,-1.360590872
1.465016646,-1.477653985
-0.338570115,-3.027927891
0.209339486,-1.801464181
-1.56176203,-4.440570932
-1.253813106,-3.429775932
0.786019609,-1.106124225
2.34572775,-0.1868258
0.846228833,-2.478174422
0.750890558,-2.212588503
-0.164943333,-2.334062381
0.615505268,-1.831034403
0.766722702,-2.49119371
2.113958439,-0.238396357
2.198381694,-0.09181913
0.90206147,-1.298126276
0.536183874,-1.855496258
-1.6032042,-5.21419411
0.079608056,-1.491232492
-0.895749005,-1.749051484
0.529845477,-1.259305222
1.546158658,-2.355178007
2.245999402,-1.062951167
-0.330582686,-2.717464088
0.23759854,-3.196507266
1.573755347,0.246285745
0.185300145,-3.117702679
0.763832435,-2.927169993
0.125202867,-2.465094237
1.123439507,-1.112924673
1.606052229,-0.362189715
0.177815883,-3.908310411
-0.121389355,-2.771415453
0.731997305,-1.658785969
-0.45183477,-4.320275789
1.995693877,-2.068712339
-1.369955282,-3.424102134
-1.415776795,-3.999032172
-0.011492449,-2.040332848
0.864241132,-2.228028673
0.440822372,-1.900139895
0.658717205,-1.579387972
1.276190935,-0.996035737
-0.329138743,-2.211208727
1.355654674,-2.153109882
1.656476571,-0.831835943
0.23181335,-1.964593966
0.936299301,-1.526580322
-0.267477781,-2.549215597
0.90631929,-2.904173354
1.987640472,-1.151450198
1.30290687,-1.035950471
0.67636592,-1.958710347
0.277553361,-1.787417307
0.023844628,-3.276685534
0.37522675,-2.142627496
-0.498900059,-2.201071799
3.037247622,0.095663899
1.308200901,-1.933403989
-1.172038046,-4.035128288
1.29049459,-1.619945675
0.602576171,-1.658858183
0.077367563,-0.926239711
0.595589918,-2.657819024
0.3234193,-2.511920799
0.100435355,-2.332437206
0.427330204,0.42110185
0.514541077,-1.835975728
0.013858541,-2.723372045
1.728119701,-2.094586615
0.095220802,-3.438318295
-1.070571988,-3.52787637
0.494666234,-1.569439109
0.714518778,-0.760814049
1.764672629,-1.056346206
-0.2157668,-1.922232767
0.391032443,-2.458457907
0.433698738,-1.982808969
-0.591181146,-1.726031379
1.533512065,-2.429909729
-0.45278856,-2.280204614
0.088900207,-1.87132799
1.353944422,-1.825052005
-0.061602836,-1.542376848
0.778452334,-2.074826544
-0.480145972,-2.622062345
0.004117865,-2.819518831
0.59146331,-0.961597646
-0.066490551,-1.197091416
-0.203089645,-3.552684805
2.290975785,0.544996211
-0.378741352,-2.686617489
0.63331187,-2.504143028
0.512166754,-2.609528279
1.123212881,-0.745167583
-0.676555303,-2.575277665
-0.284647016,-2.321520624
-0.302729197,-2.846124568
-0.514397377,-2.538461788
0.319799702,-1.773235684
1.407906424,-1.929860733
-0.850219596,-2.738149882
1.963030091,-1.629380132
1.837172416,-1.309730196
1.939322417,-0.608953292
0.153055579,-1.792168105
1.897516271,0.901140154
-1.135596297,-2.520369661
-0.46026151,-1.968996475
1.724990839,-0.486992049
0.903873418,-1.928060869
0.434148988,-2.464368097
-0.231958184,-3.030932648
0.612195376,-0.884996084
2.099254146,-1.331112247
-0.422524162,-3.432985355
1.648927636,-1.491331219
2.318223116,-1.664871681
0.931360667,-2.96954244
0.189147628,-2.393801171
0.778381984,-2.598696917
0.226564112,-1.931721679
2.331684787,-0.930207273
1.973505123,-0.322021002
0.911693656,-0.311376997
0.273848454,-1.42141364
-0.078919835,-1.777511769
0.628922019,-0.277799741
-0.067398823,-1.716668291
0.618905493,-2.102607123
1.125935416,-1.312792322
1.298357127,-1.294992055
0.924692247,-2.546366802
1.21563776,-1.550838381
-0.95166599,-3.089798687
1.515724777,-1.534358021
-0.179539729,-2.299642612
1.728902379,-1.399983433
2.068015961,-1.656464294
-0.561917823,-1.588188458
-0.451893591,-3.300968106
0.841827667,-2.04581864
0.473995791,-1.552665265
0.535018298,-1.347141781
0.723603456,-2.393078687
-0.49701308,-1.777817292
0.775620633,-2.455116007
-1.272545817,-2.905897399
1.860123086,-2.188473449
1.936766148,-1.114502521
1.647754525,-1.275086929
1.275278295,-0.992789783
0.607138544,-0.540641231
0.0093663,-1.813936172
-0.982929982,-3.853935406
0.579405509,-3.110916327
0.991777356,-3.696893252
0.760377273,-2.08740483
1.206466545,-1.09673095
1.176012762,-1.661246939
-0.231226153,-2.708101742
1.039748179,-2.303544289
-0.648147199,-2.660151656
0.855177752,-1.421643053
-3.040356007,-4.572368259
-0.247308,-3.300577802
0.782590206,-1.182677804
-0.102225082,-3.240621782
-0.467829704,-1.636214434
1.399691277,-1.833625428
-1.202696113,-2.410512783
-0.102769907,-2.286959643
0.304716134,-1.87092372
0.389694998,-2.106665042
-0.204079148,-2.650721751
-0.02228675,-3.534546735
0.925203232,-2.926683179
0.107576236,-1.70813655
1.049305989,-2.16516682
-0.312105864,-2.896014576
1.224605176,-1.037364492
0.388362948,-1.935720852
0.086280551,-0.819699389
0.786054645,-2.22741202
1.466504031,-2.033208263
1.151441524,-1.971928319
0.908804363,-2.711847721
0.09657991,-1.967985751
0.455544053,-1.276596702
2.652113147,-0.421572956
0.679412903,-1.561473518
-0.044177809,-3.514886855
1.122073475,-0.145911223
-0.046450824,-0.825823993
0.247821252,-1.729994146
0.227281074,-2.12172129
-0.104335638,-1.957881662
-0.319311561,-3.873669402
0.888962288,-1.843594625
1.246266454,-1.053295093
-0.304525982,-2.604795749
-0.00711221,-2.861194797
1.301762784,-0.472772864
0.111096976,-0.995345971
1.35400467,-0.019884009
1.468632589,-1.420753428
0.156744436,-2.140016717
0.687026566,-0.892223137
0.324483105,-2.046627161
-0.233759293,-2.302929008
1.034132793,-2.736608223
0.084192853,-1.216973105
-0.593684148,-2.988260684
-0.102394234,-1.585868392
-0.060401367,-2.848156429
0.850495741,-2.036926539
0.976789435,-1.613372212
0.442778924,-2.287830455
0.684586872,-0.757680185
0.067960889,-3.328194846
-1.07467349,-3.51625741
0.095299042,-2.119130562
2.339154065,-1.321262266
0.832630841,-2.473024782
1.486029555,-0.617193522
0.642763169,-1.656894621
0.420262572,-2.318246882
-0.029990472,-2.257249032
1.421294444,-0.787774515
1.495768709,-0.932148819
-0.142555285,-3.382366362
0.346192775,-2.19011534
1.69688774,-1.123055904
3.300223031,-0.740135362
-0.223326429,-1.786090595
0.862020466,-1.354001511
-0.205292531,-3.132798177
-0.146124177,-1.608343491
0.027297833,-2.497362782
1.061860329,-1.619893183
1.488064004,-0.718142135
1.968001161,-1.132839027
0.881089173,-1.78032282
1.121896808,-1.021203825
0.865499009,-2.016868835
-0.044987436,-3.876570569
0.208804661,-3.042472524
0.096859146,-2.298038825
1.126450786,-1.182469274
2.866298971,0.363337181
-1.517867581,-4.50115672
-0.60020155,-2.777557027
-0.240893609,-2.675057133
2.275436844,-1.723334341
0.060366659,-2.885434753
-1.800353496,-3.585860294
-0.290086602,-1.975672521
-0.350917514,-3.111164725
0.519741422,-1.816308401
1.5620293,-1.877291012
0.535441817,-1.264372349
0.902918501,-0.888581286
0.439802198,-2.307758706
1.361210613,-2.591961814
-1.285303422,-3.412726369
0.360408653,-1.900518843
-0.695202774,-1.809320526
1.567190544,-2.015105941
3.014181696,0.207952894
-0.065587841,-1.730980579
1.446545057,-1.623325514
0.158832751,-3.63528896
0.69409098,-2.272512195
0.674289088,-1.3656837
2.31412795,-0.584243761
1.371658779,-1.675513894
0.796652764,-2.525663489
0.719644732,-1.687505946
1.755149567,0.023615564
1.363278717,-2.134953298
0.07464798,-2.891560901
0.444468206,-1.502303261
0.164570414,-2.260423695
-0.482718103,-3.233530785
-0.321918882,-1.239922054
0.988737533,-1.554401013
0.521307905,-2.898368329
0.310360732,-2.212242439
-0.469322921,-3.119566286
0.307198707,-1.987986274
-0.853721805,-3.63365266
-0.21058433,-2.625765328
0.344952084,-1.11989834
1.288021392,-0.848785863
-0.213684805,-2.807814177
0.208770471,-1.83123585
0.320758925,-1.155496543
2.717324629,-0.043756672
-1.055037828,-3.193958038
-0.020608487,-2.442778697
-0.504567093,-2.570068527
-0.356141185,-2.058155751
0.493622109,-2.210047937
0.720515821,-0.925925679
0.932970892,-2.427287561
0.965016335,-1.944861575
0.452261269,-2.353021819
0.293561916,-1.229401621
1.696656094,-0.699753636
0.935021966,-2.661300606
0.491235982,-1.426312173
0.80415651,-0.126028758
-0.619948666,-2.419613623
1.756625221,-0.944206178
1.485606341,-0.810566192
0.281335959,-3.043813918
0.756573167,-2.111652489
-0.164990764,-2.873194069
0.758608537,-3.026266945
-0.138094659,-3.501594004
0.114401564,-1.874494291
-0.032318803,-1.919713315
1.227201048,-2.647649597
1.591185461,-0.075549186
0.390788214,-1.437938633
0.514959577,-2.091667699
1.353791219,-1.713350587
-0.809222495,-3.107039149
1.509412846,-1.452424235
0.484074588,-1.648877216
0.616650011,-1.782846421
-0.757896552,-3.153320746
1.781060062,-1.732704595
1.099959517,-1.903530247
-1.141693066,-3.44192697
-0.394733118,-3.614413902
-1.095524264,-3.460440488
0.089299152,-3.449585489
0.332117161,-1.256152131
0.530134965,-2.106222254
1.217304694,-2.811473915
0.205954031,-1.3328566
-0.121128834,-1.758862222
-0.724675651,-3.440014436
-0.56536665,-2.28597489
1.974044896,-1.447941477
1.136592174,-1.622057122
-0.862091861,-3.002860651
2.738441938,-1.521366849
